#chr	start	end	value	options
rv11	63759892	63768641	232.0138748	stroke_color=blue
rv13	27066150	27171896	232.3547009	stroke_color=blue
rv1	43650126	43705518	232.3697607	stroke_color=blue
rv12	47841537	47905031	232.3988573	stroke_color=blue
rv3	179017223	179072279	232.4423318	stroke_color=blue
rv3	9731729	9748015	232.4876696	stroke_color=blue
rv11	117205071	117232525	232.5470323	stroke_color=blue
rv13	50909678	50970462	232.5673853	stroke_color=blue
rv22	50578958	50582999	232.9213203	stroke_color=blue
rv17	49289206	49362473	233.2194817	stroke_color=blue
rv14	44962213	45074431	233.322361	stroke_color=blue
rv19	35868499	35879797	233.337576	stroke_color=blue
rv11	64230234	64234281	233.3645398	stroke_color=blue
rv19	6436081	6460221	233.3897789	stroke_color=blue
rv9	4792834	4861077	233.6151896	stroke_color=blue
rv21	31659622	31668931	233.7171805	stroke_color=blue
rv12	2959312	3040676	233.7838159	stroke_color=blue
rv19	47487634	47515258	233.8552734	stroke_color=blue
rv10	80046233	80079193	234.0607468	stroke_color=blue
rv6	106629566	106668417	234.1644624	stroke_color=blue
rv6	37819496	38154624	234.3427078	stroke_color=blue
rv14	36298558	36320676	234.3959764	stroke_color=blue
rv10	101061141	101068131	234.6609685	stroke_color=blue
rv17	76736565	76804356	234.7293199	stroke_color=blue
rv7	101232092	101238820	234.9928206	stroke_color=blue
rv12	122974703	122980041	235.1008409	stroke_color=blue
rv19	57487711	57494680	235.2204005	stroke_color=blue
rv10	43643859	43648878	235.4042241	stroke_color=blue
rv9	137618992	137836127	235.426063	stroke_color=blue
rv3	126437601	126475933	235.4331215	stroke_color=blue
rv15	34102073	34104390	235.6249881	stroke_color=blue
rv17	61679186	61863937	235.6571477	stroke_color=blue
rv5	1792577	1798622	235.6571477	stroke_color=blue
rv10	45454585	45594906	236.1775864	stroke_color=blue
rv9	15422696	15466751	236.1907326	stroke_color=blue
rv14	24234403	24243027	236.214434	stroke_color=blue
rv9	133414339	133459403	236.2172152	stroke_color=blue
rv2	60451167	60553498	236.275291	stroke_color=blue
rv22	21665984	21697913	236.3296628	stroke_color=blue
rv3	45594188	45681263	236.441831	stroke_color=blue
rv19	3506065	3538539	236.468397	stroke_color=blue
rv8	98189826	98295442	236.5280715	stroke_color=blue
rv7	92487023	92528531	236.5635407	stroke_color=blue
rv20	25673195	25696904	236.5729822	stroke_color=blue
rv6	43171295	43181506	236.6497482	stroke_color=blue
rv19	2236817	2248679	236.6633996	stroke_color=blue
rv4	84669537	84966391	236.7525447	stroke_color=blue
rv16	4796962	4802950	236.8266039	stroke_color=blue
rv17	17505563	17591703	236.8501209	stroke_color=blue
rv17	42199177	42276460	237.1056751	stroke_color=blue
rv22	45309200	45341955	237.2909166	stroke_color=blue
rv18	36187517	36268722	237.7320579	stroke_color=blue
rv13	72782092	73016454	237.7688473	stroke_color=blue
rv4	78887223	78939428	237.9568685	stroke_color=blue
rv5	181256327	181261160	238.016106	stroke_color=blue
rv7	130543453	130546900	238.1471585	stroke_color=blue
rv2	20200797	20225433	238.2635026	stroke_color=blue
rv5	154190735	154420984	238.2754214	stroke_color=blue
rv12	8914684	8941467	238.3228571	stroke_color=blue
rv20	44111697	44187578	238.3379664	stroke_color=blue
rv10	95974029	96035750	238.5643808	stroke_color=blue
rv2	86861825	86895042	238.5766063	stroke_color=blue
rv9	35749280	35753267	238.5766063	stroke_color=blue
rv16	1363205	1414749	238.7891689	stroke_color=blue
rv3	186546067	186570543	238.9046967	stroke_color=blue
rv5	132689161	132737633	239.0525832	stroke_color=blue
rv6	16129086	16148248	239.1266538	stroke_color=blue
rv4	156761611	156971394	239.2375436	stroke_color=blue
rv4	177430774	177442503	239.4061886	stroke_color=blue
rv9	36833275	37035319	239.7981867	stroke_color=blue
rv20	62841014	62861763	239.8380218	stroke_color=blue
rv1	12230039	12512047	239.8552213	stroke_color=blue
rv6	43054029	43060186	239.879882	stroke_color=blue
rv2	134918822	134959345	239.9272427	stroke_color=blue
rv2	39736060	39779276	239.9368145	stroke_color=blue
rv1	209785623	209806175	239.999645	stroke_color=blue
rv3	14947584	15049279	240.1168015	stroke_color=blue
rv2	27199587	27212307	240.177505	stroke_color=blue
rv15	89316305	89334795	240.203726	stroke_color=blue
rv2	106093303	106194339	240.2112354	stroke_color=blue
rv5	65589680	65624360	240.2821601	stroke_color=blue
rv21	33266360	33297234	240.3766859	stroke_color=blue
rv2	27309490	27325680	240.4873307	stroke_color=blue
rv11	76444928	76552899	240.6584904	stroke_color=blue
rv17	28573115	28576948	240.9900908	stroke_color=blue
rv1	54715822	54742657	241.1536381	stroke_color=blue
rv11	119024351	119030906	241.3033157	stroke_color=blue
rv7	151232489	151238827	241.3761716	stroke_color=blue
rv2	73254682	73284453	241.4778526	stroke_color=blue
rv6	127288712	127344069	241.5817887	stroke_color=blue
rv5	173144442	173164387	241.6773845	stroke_color=blue
rv9	86287733	86354501	241.8271235	stroke_color=blue
rv1	19881702	19912945	242.0001727	stroke_color=blue
rv14	24114697	24125242	242.2362817	stroke_color=blue
rv16	30553764	30558321	242.2876645	stroke_color=blue
rv3	9933788	9945413	242.3436709	stroke_color=blue
rv7	107743497	107762011	242.367243	stroke_color=blue
rv5	40711576	40755970	242.4002764	stroke_color=blue
rv1	37556919	37566857	242.684529	stroke_color=blue
rv17	17681473	17811453	242.7348313	stroke_color=blue
rv2	102069638	102179874	242.8285457	stroke_color=blue
rv16	28846600	28874213	242.8666781	stroke_color=blue
rv20	36573473	36593952	242.9157801	stroke_color=blue
rv20	62309060	62367320	242.9490647	stroke_color=blue
rv2	27051423	27070622	243.1829307	stroke_color=blue
rv6	26596943	26600050	243.2187299	stroke_color=blue
rv2	27781364	27890396	243.5525525	stroke_color=blue
rv19	36534518	36605411	243.5922779	stroke_color=blue
rv9	113386312	113401338	243.6413109	stroke_color=blue
rv19	45379634	45406349	243.6799881	stroke_color=blue
rv11	18278670	18322498	243.9397141	stroke_color=blue
rv18	9136753	9285985	244.0286208	stroke_color=blue
rv1	155946640	156002635	244.071484	stroke_color=blue
rv19	48638015	48646194	244.0939559	stroke_color=blue
rv17	59952362	59964756	244.3656061	stroke_color=blue
rv16	72084857	72094316	244.3736314	stroke_color=blue
rv4	177309837	177362938	244.4536752	stroke_color=blue
rv13	41546886	41552202	244.5358355	stroke_color=blue
rv4	127880861	127899224	244.6091235	stroke_color=blue
rv22	31488688	31618551	244.609195	stroke_color=blue
rv4	17486393	17512234	244.6481248	stroke_color=blue
rv2	71182738	71227114	244.804725	stroke_color=blue
rv1	185071565	185072035	244.8296107	stroke_color=blue
rv18	12991321	13125053	244.9112618	stroke_color=blue
rv8	38411138	38468834	244.9198634	stroke_color=blue
rv8	28767658	28890389	245.1156295	stroke_color=blue
rv13	32031300	32297498	245.2062571	stroke_color=blue
rv3	184812137	185052614	245.2577142	stroke_color=blue
rv12	4590072	4613888	245.4071891	stroke_color=blue
rv3	58306245	58320193	245.9112502	stroke_color=blue
rv15	68054234	68191459	246.0916145	stroke_color=blue
rv10	73168095	73242181	246.1368127	stroke_color=blue
rv19	10922768	10929012	246.3389976	stroke_color=blue
rv16	23603162	23641357	246.3790792	stroke_color=blue
rv16	3953387	4116185	246.4296511	stroke_color=blue
rv2	11444375	11466177	246.4832433	stroke_color=blue
rv4	168497064	168928457	246.4906831	stroke_color=blue
rv10	114117147	114117553	246.6414299	stroke_color=blue
rv11	47269376	47330031	246.7938384	stroke_color=blue
rv10	113679162	113730909	246.9982519	stroke_color=blue
rv4	112231737	112272715	247.0646558	stroke_color=blue
rv17	80101531	80119881	247.2905728	stroke_color=blue
rv17	28335522	28347009	247.3075048	stroke_color=blue
rv11	83157095	83185794	247.4884493	stroke_color=blue
rv11	74012714	74171210	247.5819918	stroke_color=blue
rv8	66562175	66613249	247.8867054	stroke_color=blue
rv21	44350126	44443081	247.8928736	stroke_color=blue
rv5	138285265	138338355	247.9001231	stroke_color=blue
rv19	10832067	10836307	248.0920351	stroke_color=blue
rv3	129440036	129520507	248.2162847	stroke_color=blue
rv11	76782313	76798154	248.2280389	stroke_color=blue
rv1	53214099	53220639	248.2298194	stroke_color=blue
rv20	3471018	3651122	248.2741977	stroke_color=blue
rv11	66593162	66606019	248.3125251	stroke_color=blue
rv1	52631439	52669120	248.4464464	stroke_color=blue
rv10	35126841	35212958	248.7344948	stroke_color=blue
rv5	95813849	95822873	248.8577635	stroke_color=blue
rv9	133356545	133361165	249.0737864	stroke_color=blue
rv18	62044224	62187118	249.1527493	stroke_color=blue
rv8	73008862	73048123	249.2922403	stroke_color=blue
rv1	222557902	222590096	249.3048262	stroke_color=blue
rv16	3022620	3024296	249.3107116	stroke_color=blue
rv21	44300034	44327381	249.3243978	stroke_color=blue
rv21	42974510	43033931	249.4970944	stroke_color=blue
rv9	130053706	130140169	249.6766803	stroke_color=blue
rv14	69569814	69574883	249.7589125	stroke_color=blue
rv3	49724295	49786540	249.901336	stroke_color=blue
rv11	3357927	3379222	249.9829294	stroke_color=blue
rv2	238426741	238452250	250.251711	stroke_color=blue
rv4	958884	973560	250.3313103	stroke_color=blue
rv8	17497088	17570568	250.3498393	stroke_color=blue
rv7	22118290	22357133	250.6347138	stroke_color=blue
rv17	32492522	32877173	250.7659087	stroke_color=blue
rv14	99481402	99511515	251.0202816	stroke_color=blue
rv15	51829628	51912138	251.0392352	stroke_color=blue
rv20	41137519	41175721	251.0903871	stroke_color=blue
rv11	31369815	31432835	251.2738745	stroke_color=blue
rv13	106489731	106535040	251.3553973	stroke_color=blue
rv18	23506184	23586617	251.3706464	stroke_color=blue
rv3	196353490	196454318	251.776985	stroke_color=blue
rv20	33657087	33674458	251.9109949	stroke_color=blue
rv12	109929802	109996389	251.9125768	stroke_color=blue
rv9	116687302	116701300	251.9158264	stroke_color=blue
rv21	44012325	44106552	251.9800766	stroke_color=blue
rv8	38176588	38213301	252.1058868	stroke_color=blue
rv18	80034346	80050652	252.1282697	stroke_color=blue
rv21	17788967	17819386	252.1359666	stroke_color=blue
rv11	59142845	59155039	252.3170358	stroke_color=blue
rv10	3775996	3785281	252.4946729	stroke_color=blue
rv1	86914652	87109998	252.5836456	stroke_color=blue
rv20	18467389	18484648	252.6791166	stroke_color=blue
rv7	26291895	26374383	252.7011881	stroke_color=blue
rv15	55202966	55289828	252.8322494	stroke_color=blue
rv11	12674422	12944737	252.8446944	stroke_color=blue
rv17	80206966	80220400	253.0654406	stroke_color=blue
rv9	20341665	20622543	253.4219817	stroke_color=blue
rv6	83552885	83709408	253.8667252	stroke_color=blue
rv1	236142502	236208909	253.9610632	stroke_color=blue
rv2	39249266	39437312	253.9700251	stroke_color=blue
rv8	100158003	100241904	254.2798009	stroke_color=blue
rv11	68052859	68121391	254.3044248	stroke_color=blue
rv5	93583337	93594611	254.3154717	stroke_color=blue
rv6	43511827	43516990	254.3402637	stroke_color=blue
rv7	87833568	87876377	254.5585342	stroke_color=blue
rv17	66964864	67033402	254.6466605	stroke_color=blue
rv21	46635153	46665685	254.7433676	stroke_color=blue
rv17	30248195	30292166	255.2070217	stroke_color=blue
rv18	10525876	10552769	255.293206	stroke_color=blue
rv3	50226688	50259354	255.4092553	stroke_color=blue
rv14	39265272	39351193	255.5525719	stroke_color=blue
rv11	129899706	130003050	255.7483741	stroke_color=blue
rv15	70853239	71050097	255.8026273	stroke_color=blue
rv2	43171749	43197822	255.8935627	stroke_color=blue
rv8	37843880	37849913	255.8935627	stroke_color=blue
rv1	2508531	2526628	255.9018494	stroke_color=blue
rv11	32829774	32858123	255.9247598	stroke_color=blue
rv19	50854915	50877702	255.9444095	stroke_color=blue
rv4	186191411	186213463	255.9444095	stroke_color=blue
rv19	6379569	6393280	256.0707416	stroke_color=blue
rv6	30541377	30557594	256.103421	stroke_color=blue
rv16	68085366	68229259	256.2435851	stroke_color=blue
rv16	23463542	23510494	256.2846585	stroke_color=blue
rv3	183697804	183812625	256.4546141	stroke_color=blue
rv15	41899440	41972557	256.4548118	stroke_color=blue
rv14	73949934	73963112	256.4677652	stroke_color=blue
rv19	10871577	10922775	256.5283487	stroke_color=blue
rv2	23685229	23927114	256.5908569	stroke_color=blue
rv7	74453790	74602605	256.7241567	stroke_color=blue
rv17	5419641	5433020	256.7871995	stroke_color=blue
rv17	42458844	42522579	257.1294367	stroke_color=blue
rv15	99565533	99716483	257.1761969	stroke_color=blue
rv17	18225593	18244875	257.2713891	stroke_color=blue
rv17	45023338	45061141	257.2987087	stroke_color=blue
rv17	1494575	1516888	257.3105186	stroke_color=blue
rv14	67619862	67651720	257.3373085	stroke_color=blue
rv11	108222500	108369102	257.3586003	stroke_color=blue
rv19	46674316	46717127	257.3987429	stroke_color=blue
rv11	818891	825573	257.4140413	stroke_color=blue
rv10	75125616	75125871	257.5703704	stroke_color=blue
rv7	75915102	75986855	257.5703704	stroke_color=blue
rv6	37353972	37394738	257.7113208	stroke_color=blue
rv12	110124335	110218795	257.7123831	stroke_color=blue
rv1	113761832	113812476	257.7349327	stroke_color=blue
rv12	100153596	100156359	257.738251	stroke_color=blue
rv17	78378618	78424659	257.8517699	stroke_color=blue
rv14	105300811	105398147	258.3301592	stroke_color=blue
rv14	93237550	93333092	258.491745	stroke_color=blue
rv19	18831935	18868232	258.5685488	stroke_color=blue
rv15	51681353	51721026	258.8085337	stroke_color=blue
rv6	71288774	71308953	258.8997623	stroke_color=blue
rv12	108782690	108857583	258.9224714	stroke_color=blue
rv15	88635622	88656344	258.9953141	stroke_color=blue
rv6	13357830	13487637	258.9957695	stroke_color=blue
rv17	75941507	75979434	259.181366	stroke_color=blue
rv1	206684912	206734285	259.3756243	stroke_color=blue
rv19	55262222	55280383	259.9269445	stroke_color=blue
rv11	111602391	111732388	260.1172173	stroke_color=blue
rv16	58515479	58520527	260.2440546	stroke_color=blue
rv16	67170497	67175737	260.3042171	stroke_color=blue
rv19	2754713	2783356	260.3377412	stroke_color=blue
rv17	62477081	62615481	260.4084521	stroke_color=blue
rv13	98142562	98449773	260.4574342	stroke_color=blue
rv19	32345608	32387667	260.4790469	stroke_color=blue
rv4	102631486	102760994	260.5666421	stroke_color=blue
rv7	140073427	140083502	260.6143274	stroke_color=blue
rv19	1205799	1228435	260.7219662	stroke_color=blue
rv4	78056968	78544269	260.7527602	stroke_color=blue
rv11	67391952	67398412	260.9620745	stroke_color=blue
rv13	97434221	97467998	261.2611575	stroke_color=blue
rv11	129863773	129895595	261.2785454	stroke_color=blue
rv1	13700240	13825079	261.3379921	stroke_color=blue
rv19	49119389	49151030	261.6211891	stroke_color=blue
rv1	43450607	43455882	261.7815046	stroke_color=blue
rv11	124759134	124765925	261.8780931	stroke_color=blue
rv1	2050470	2185395	262.0667797	stroke_color=blue
rv14	61762357	61796428	262.3401139	stroke_color=blue
rv16	89575768	89597246	262.3756266	stroke_color=blue
rv7	87152361	87196332	262.805414	stroke_color=blue
rv16	1972063	1978750	262.9316536	stroke_color=blue
rv12	89347825	89352859	263.0075255	stroke_color=blue
rv14	35121283	35274078	263.2330575	stroke_color=blue
rv3	184242329	184249525	263.5555802	stroke_color=blue
rv2	207529892	207605560	263.6834927	stroke_color=blue
rv14	55366391	55411880	263.8024533	stroke_color=blue
rv22	20080232	20111877	263.8377989	stroke_color=blue
rv19	4324043	4338877	263.8605226	stroke_color=blue
rv22	26483884	26491938	263.8868972	stroke_color=blue
rv17	51177419	51260493	263.9067818	stroke_color=blue
rv1	10474946	10630758	263.919516	stroke_color=blue
rv12	6650538	6663149	263.9359042	stroke_color=blue
rv7	158856578	158946192	263.9412821	stroke_color=blue
rv17	48107554	48122745	263.9911812	stroke_color=blue
rv10	97332497	97334701	264.001585	stroke_color=blue
rv12	113157173	113185479	264.0296854	stroke_color=blue
rv1	19274325	19289346	264.324676	stroke_color=blue
rv16	66508003	66550412	264.3255912	stroke_color=blue
rv17	78168551	78172928	264.3255912	stroke_color=blue
rv2	10042985	10054836	264.3759701	stroke_color=blue
rv1	115641953	115698224	264.4702879	stroke_color=blue
rv1	213051233	213273465	264.5373496	stroke_color=blue
rv2	131476007	131482934	264.5560866	stroke_color=blue
rv16	66961229	66975149	264.5763052	stroke_color=blue
rv5	140245050	140303104	264.7441721	stroke_color=blue
rv6	3224261	3231665	264.8753668	stroke_color=blue
rv5	68215756	68301821	264.9219252	stroke_color=blue
rv3	136862208	136951610	265.0629674	stroke_color=blue
rv3	156674416	156706770	265.0998928	stroke_color=blue
rv7	151207830	151227374	265.1292489	stroke_color=blue
rv10	43138445	43185308	265.6216504	stroke_color=blue
rv5	53095679	53109772	265.637568	stroke_color=blue
rv15	74843730	74873365	265.9334699	stroke_color=blue
rv22	20999772	21002115	266.0290523	stroke_color=blue
rv17	7558292	7561608	266.0481858	stroke_color=blue
rv16	31108294	31112791	266.0794173	stroke_color=blue
rv7	24796537	24980212	266.1830616	stroke_color=blue
rv20	49903391	49915543	266.4500615	stroke_color=blue
rv20	35226736	35277663	266.5374744	stroke_color=blue
rv22	50444630	50480296	266.5444601	stroke_color=blue
